     3499.999   1.008939E-7
     3500.396   1.010498E-7
     3500.796   1.012068E-7
     3501.194   1.013631E-7
     3501.592   1.015196E-7
     3501.992   1.016769E-7
      3502.39   1.018332E-7
      3502.79   1.019904E-7
     3503.187   1.021471E-7
     3503.586   1.023043E-7
     3503.986   1.024623E-7
     3504.384   1.026194E-7
     3504.782   1.027767E-7
     3505.181   1.029341E-7
     3505.581   1.030922E-7
     3505.981   1.032504E-7
      3506.38   1.034079E-7
     3506.778   1.035653E-7
     3507.178   1.037238E-7
     3507.577   1.038818E-7
     3507.976   1.040399E-7
     3508.375   1.041979E-7
     3508.775   1.043568E-7
     3509.176   1.045157E-7
     3509.574   1.046740E-7
     3509.973   1.048324E-7
     3510.374   1.049833E-7
     3510.773   1.051330E-7
     3511.172   1.052827E-7
     3511.571   1.054326E-7
     3511.972   1.055834E-7
     3512.371   1.057334E-7
     3512.772   1.058843E-7
     3513.172   1.060344E-7
     3513.573   1.061851E-7
     3513.972   1.063352E-7
     3514.371   1.064855E-7
     3514.771   1.066359E-7
     3515.172   1.067872E-7
     3515.572   1.069378E-7
     3515.971   1.070886E-7
     3516.373   1.072400E-7
     3516.772   1.073909E-7
     3517.174   1.075425E-7
     3517.573   1.076933E-7
     3517.973   1.078442E-7
     3518.375   1.079959E-7
     3518.775   1.081471E-7
     3519.175   1.082983E-7
     3519.575   1.084496E-7
     3519.977   1.086016E-7
     3520.379   1.087514E-7
     3520.779   1.089003E-7
     3521.179   1.090491E-7
     3521.581   1.091986E-7
     3521.981   1.093475E-7
     3522.381   1.094964E-7
     3522.782   1.096455E-7
     3523.184   1.097952E-7
     3523.586   1.099450E-7
     3523.987   1.100943E-7
     3524.387   1.102437E-7
      3524.79   1.103938E-7
      3525.19   1.105433E-7
     3525.591   1.106928E-7
     3525.991   1.108423E-7
     3526.394   1.109929E-7
     3526.795   1.111427E-7
     3527.198   1.112931E-7
     3527.599   1.114428E-7
     3528.001   1.115933E-7
     3528.402   1.117433E-7
     3528.803   1.118933E-7
     3529.204   1.120434E-7
     3529.607   1.121943E-7
     3530.009   1.123444E-7
      3530.41   1.124935E-7
     3530.813   1.126432E-7
     3531.216   1.127931E-7
     3531.617   1.129421E-7
     3532.021   1.130920E-7
     3532.422   1.132411E-7
     3532.825   1.133911E-7
     3533.227   1.135404E-7
     3533.628   1.136900E-7
      3534.03   1.138396E-7
     3534.436   1.139907E-7
     3534.837   1.141405E-7
     3535.239   1.142902E-7
     3535.641   1.144399E-7
     3536.044   1.145905E-7
     3536.446   1.147404E-7
     3536.848   1.148903E-7
      3537.25   1.150404E-7
     3537.654   1.151914E-7
     3538.058   1.153423E-7
      3538.46   1.154923E-7
     3538.862   1.156425E-7
     3539.266   1.157935E-7
     3539.668   1.159439E-7
     3540.071   1.160927E-7
     3540.473   1.162330E-7
     3540.877   1.163741E-7
      3541.28   1.165144E-7
     3541.684   1.166553E-7
     3542.087   1.167957E-7
     3542.491   1.169370E-7
     3542.894   1.170777E-7
     3543.296   1.172182E-7
     3543.699   1.173587E-7
     3544.104   1.175001E-7
     3544.507   1.176408E-7
     3544.909   1.177816E-7
     3545.312   1.179224E-7
     3545.719   1.180647E-7
     3546.122   1.182055E-7
     3546.525   1.183465E-7
     3546.928   1.184874E-7
     3547.333   1.186291E-7
     3547.736   1.187702E-7
     3548.139   1.189114E-7
     3548.542   1.190526E-7
      3548.95   1.191953E-7
     3549.353   1.193361E-7
     3549.756   1.194769E-7
      3550.16   1.196187E-7
     3550.565   1.197625E-7
     3550.969   1.199056E-7
     3551.372   1.200486E-7
     3551.776   1.201915E-7
     3552.181   1.203352E-7
     3552.585   1.204785E-7
     3552.991   1.206224E-7
     3553.395   1.207655E-7
     3553.801   1.209095E-7
     3554.204   1.210526E-7
     3554.608   1.211957E-7
     3555.012   1.213390E-7
